-1.860649350079211395e+00,2.021201584053122779e+00,1.120820734502071758e+00
1.416371535373723134e+01,1.381992731420355547e+01,2.304364699306149511e+00
-9.251441912759185371e+00,9.631507316390694129e+00,9.687536737409534027e+00
-7.417918674167793824e+00,7.166418800947498724e+00,5.819328240497347871e+00
-5.581699260768070658e+00,1.261837957424455370e+00,-5.091809465108116939e+00
7.073465710852129718e+00,1.256440012978048060e+01,8.530722755257846401e+00
-1.162898704071787037e+01,1.128078705436376872e+01,-7.547238790796928498e-01
-7.359909545512314244e-01,1.069268633227143273e+00,-1.131721723814874458e+00
-1.047301827573221367e+01,1.341397574711386298e+01,9.273172944200499757e+00
3.280776813693292659e+00,1.109617396918960530e+01,4.518047889967363062e+00
-5.031945127698117304e+00,9.434819632275949886e+00,3.887668643162324744e-01
2.004978012046291891e+00,5.053541850400069535e+00,-5.766583201724126972e-01
-7.770943784686912714e+00,8.427670207978769312e+00,5.864932116239009119e+00
-1.135402605117927521e+01,8.383416843655764339e+00,5.752159489730927611e+00
1.109170107378928094e+01,1.371757767895313762e+01,7.016922015905187493e+00
-1.052029666416919440e+01,1.369825073574466145e+01,4.476578955922280834e+00
-1.198007810273319151e+01,1.887646797545578181e+01,5.231191961899459564e+00
1.671289967136556420e+00,-1.467361879065977703e+00,5.299649383112337908e+00
-5.582756744035310525e+00,1.278365594111764203e+01,1.805618232529291767e+00
-9.127691532809132369e+00,6.697860180571288069e+00,8.221349050832770899e+00
1.166626081937045178e+01,8.436301914162225302e+00,6.739658396652028927e+00
-5.319423030958503773e+00,1.475275498506593763e+01,1.001887802382946191e+01
6.040037752977195140e+00,4.607565261778044707e+00,4.690658531957346611e+00
1.377744977316056829e+00,-1.796816088357772623e+00,3.007050338502182285e+00
-9.297044614411310803e+00,1.109602000565145730e+01,6.232676541937982151e+00
-1.387566833718702242e+01,5.627977300737871502e+00,1.716120007098039579e+00
1.133848123557371501e+01,1.111834674329867845e+01,5.785663116452063548e+00
8.655446228112911200e+00,1.250242207290198415e+01,-3.523825613082507857e+00
4.952874655630971290e+00,-2.051701670328715199e+00,-2.726622653239284766e+00
3.157571770045508042e-01,-4.794743632060601835e-01,-3.495842019666766110e+00
1.360335270938775709e+00,3.449148969909108242e+00,1.859216070123491882e+00
